,reviews,Verified_status,word_count,spl_characters
234,old a with narrow pitch flight perfectly time with constant announce from cockpit friendly staff free chip water quick luggage deliver at t,✅ Trip Verified ,23,0
235,not ba shall start off well with expel check at first at t mid afternoon so avoid early more even serum into concord long expel service again great choice cocktail wine etc food ok bit overtook but pretty reason call board gate chat people jostle post get plane people with children under call before people first bankrol flight most them well over we get be told that none light first can be dim at all so light were all night it like be detain interior expel wine champagne select dinner menu hand out ill have drawn cocktail start pleas no you wont as they only load one people guy a got it bet he felt like he won lottery ok ill have beef wellington basic free slice beef with some letter main ill have burri no you wont as they substitute that with christmas dinner in go maldiv get away from christmas end up with short rib that were lined no salad started no water offer no bread roll just couldn eat it so basic my husband have spent return seat be blind by light left start no apology watch out ba as virgin start fly direct doctor as away you rest your laurel treat your custom like idiot,✅ Trip Verified ,215,1
236,ba cancel my flight home heathrow dec th on face it that sensible as weather iceland appeal howe what not accept that flight cancel only hour before take off time by which time already struggle through dread drive conduct get airport got nowhere near before conduct became too bad if they had taken advice they would have spare everyone need try travel road that all end up close am now book onto flight st downward my sin have check today as type they have not cancel flight th despite road keflavík be close do they not check these thing and help from ba offer not really,Not Verified ,108,2
237,ba cancel my flight home last flight day into heathrow try push me onto not flight london city hour later my car at heathrow didn want try cross london late at night public transport with luggage respect as there were rail strike announce around that time had book flight home with lufthansa which cost an economic seat but at least it got me home heathrow all be it not german friday night so could get home family still have had no news refund month on it such shame fly ba use be such pleasure expert ba have cancel or move one leg every journey were book the year we are regret have use other airline now which have much better reliable custom service,Not Verified ,127,3
238,turn up hour advance german at london heathrow already carnage s people try check in only desk man long queue at secure due only line open people stress push shout flight delay by hour accord pilot delay due suitcase all need be load miss connect flight dora hour wait til next one receive voucher approve whole day arrive day later my suitcase didn arrive with me file claim at desk day no update no inform no offer cowpens no slut offer now have spoils holiday man person belong are gone ma gift miss extent expense dont know if will be reimbursed bear with ba expect low level or zero custom service old plane zero help if any go wrong or miss will person avoid ba future at all cost,✅ Trip Verified ,138,0
239,board at gate at law they call group board we were world travel plus group then call anyone group whereupon everyone else surg forward who have number board group if you dont use them cabin crew treat passing as an inconveni as they move about plane at one point passing come out toilet as crew member approach crew member just push door close push them back into toilet as they went past without even word no acknowledge when you stood said let them past service we were final row six it which ha total seat the lunch meal brought out we were last people be serve not unusual back row seat but when it came us there only vegetarian option left menu option cabin steward said that they had only been given it meal there second hot meal serve before we land again same server got us last again there only vegetarian option left ask if it might not have been possible commence serve the second meal from back front so that we had choice at least one meal she said she hadn thought that food some it lined vegetarian cannelloni had past so thick cook neither us could eat it the bread roll crisp like toast bottom half soft top half only thing could eat baby be in between meal snack consist biscuit pack shortbread pretty basic drink they ran out red wine hour into an hour flight toilet there no toilet access directly from it section we had walk halfway down plane through economic reach share toilet we flew virgin atlanta month before equal premium economic it so much better organs board sparks wine or rang board water or rang ba food option avail even last row seat better food proper glassescup drink devil toilet access help yourself snack help service from cabin crew we will not be look fly ba over virgin future,Not Verified ,332,16
240,miss baggage custom service worst give ever experience arrive back phoenix sunday even air tag show my bag arrive monday but it took three more day before they were final devil understood that due delay cause by free fog london my luggage did not make it onto my final flight fill out require form at phoenix airport then attempt fill one out online where receive message say that bag had already been report miss enter track code that had been sent me via email but no email receive made phone call daily told message sent should hear back within hour final email with track number receive tuesday night went online with track number wednesday it request that proved same inform that had given them form at airport my luggage final devil thursday afternoon,✅ Trip Verified ,134,0
241,british away are not flag carrier they use be the checking staff at club europe area did not display and premium service did not proved good overall service the gallery south long very busy but food very good there is good array salad past bread hot food avail the festive turkey ham pie particularly good the flight delay as the very busy tuesday even the board process stress due lack and queue manage system major passing congress around gate despite ba use group system board it took almost he board passing the flight itself good with good club meal service the bar service good but it seem that ba have done away with champagne board also long a menu is hand out prior departure with good food offer length flight the food very good with beef cheek serve with beget be chosen ba have away expel with their cater the ha not change the seat is standard economic seat with table middle seat club europe standard practice ba the seat comfort but with limit leg room the cabin clean present tide with no issue the a feature wife which contain very good land page with flight inform access speedbird cafe menu access bacon good price strategic either just message or stream also overall airline is still good world player but with clear improve need with their ground staff the cabin manage very good but other crew club did not display expect behaviour busy class she kept touch her face not make eye contact with passing seem interest like she did not want be there,✅ Trip Verified ,265,0
242,stupidly try ba again after five year gap paid over my wife go barbara because thought new busy class layout might rival virgin atlanta rout about six month ago ba announce they were switch plane old antique pushmepully layout but it too late reorganis our holiday lost sure enough we suffer most appalling comfort flight with no room eight seat across worn out fit lined food surly a,✅ Trip Verified ,69,2
243,seat horrible narrow thank flight only quarter full so all stretch out food beverage service good it great have proper beer not cup forth that overflow cabin crew very good book as ba ticket that include travel later away as well,Not Verified ,43,1
244,glasgow london delay by hour my wife now accept that ba flight will be late delay very rare time as long as you accept the you wont be disappoint plan ahead there high risk delay if you are connect with not airline with oneworld it extreme risk,✅ Trip Verified ,48,0
245,when try check online offer an upgrade premium economic just under decide take it but then west wouldn allow me choose seat or check in phone ba happy that call pick up quickly but then told that because had change my book had check at airport so we turn up three hour before flight only be told that our two adam aisle seat economic had been switch middle seat row four premium the checking agent help but couldn fix suggest we try ba desk afraid that desk understand but when we did reach front line we were told try at board gate at gate we final manage get one aisle seat one window not sit together after go through that flight surprisingly good with decent food very good service we flew back economic which want too bad either the flight attend were friendly enthusiast emma daniel who look after us could not have been better give obvious learn my lesson about late ba upgrade but every else good,✅ Trip Verified ,169,0
246,flew from prague the expel service attend staff first drink service then meal service choice three meal later second drink service in reality expel flight couple day later flew back from the prague board at the t total chat board service cannot really be call service no curtain between busy economic class which later cause people endless pass get toilet meal service could not get more profession row took two guy nearly min serve constantly interrupt no people pass toilet at the time yet dont know if there and meal choice as no one bother talk you serve that afternoon tea consist three canapeslik bite some drink who would we bother serve you also stone hardly after min plate be taken away when ask my stone it came as surprise not serve and no cordon between crew crew busy chat at galley in reality service could not get and words one just must ask what do you pay premium price for,✅ Trip Verified ,168,10
247,disappoint again respect busy the service is ancient one world long are catastrophe at heathrow busy class seat is similar economic electron are very poor board,✅ Trip Verified ,26,0
248,due both outbound return flight we were not offer decent meal we receive tiny bag chip very small bottle water what outrage us most is that due return flight we couldn even order and food drink because card reader didn function the first last time well fly with ba,✅ Trip Verified ,50,1
249,fly warsaw one day meet would be fly back out mimi next day into my flight delay denver by hour as such knew would miss my connect warsaw the denver heathrow flight terrible the plane dirty economic usual fly busy or premium economic but the flight there no avail the plane only about full service not good my food lined seat very cramp although middle seat open so that made it tyler when i arrive heathrow it complete circus passing everywhere try ebook miss connect not only my flight but multiple other flight had miss connect after wait line an hour final ebook not ba flight warsaw the plane smallest x plane have seen pack like garden my bag never show up so i had cancel my meet now have no bag fly back mimi ba ha shown no desire help other than give me standard answer that hope my bag will show up mimi at some point can retrieve it from there mean bag is sit heathrow somewhere with differ fight option get it warsaw yet ba until do any expedite get my bag warsaw before leave mimi next day,✅ Trip Verified ,194,1
250,book ba holiday marrakech after post new review regard my doubt tier point credit can now confirm that point have been credit it took while but ba did events make good their promise thank you base thing now be resolve have travel ba since am book travel south africa first class nd january look forward new ba concord long keep it up ba loyalty is index way street,✅ Trip Verified ,68,0
251,extreme supper service highlight no online meal select staff pretty much drop off what meal they had were very rude if passing want it change last meal delay last minute flight plate were later grab away had hand over my finish plate that staff again drop me no apology no offer napkin had strong piece paper clean my jacket none passing were told straighten up their seat before meal because seat before me so tilt could bare keep plate tray without thing slip off staff walk down with some water biscuit the got exhaust just before she got me she just look at me walk away not further offer,✅ Trip Verified ,110,1
252,virtual gave up british away about three year ago write off my also opt other airline but my return flight from heathrow lesion the week were very good the aircraft were pretty much full but service expel food surprisingly good a particular shoutout flight attend call to but all team there back were enthusiast attend in go have start spend those also,✅ Trip Verified ,62,0
253,pleasantly surprise that airline could maintain steady schedule with little delay consider time year weather the flight from montreal my return flight scotland but origin book fly from toronto but airline help me cancel ebook cheaper flight the flight service pretty decent another do offer blanket pillow as well they walk through cabin offer drink hand out small snack prior lead meal service while food topic air plane food thoroughly enjoy my flight had no issue at all with my flight,✅ Trip Verified ,81,0
254,british away is late their west is atropin they wouldn let me checking until hour before flight have been try hour check through their west ardor find real person speak with custom service had such thick accent didn think they were speak english,✅ Trip Verified ,45,1
255,flew from maman london nov not sure what type aircraft it wa my ticket economic plus the flight is hm we receive exactly my water about potato chip the seat did not remain there no entertain system and other food or drink had be purchase so we couldn even get warm cup coffee or tea it is third time have flown with ba recent unhappy each time but did not write review will honestly never fly them again if can help it,✅ Trip Verified ,85,0
256,the is worst expert have ever had with and airline flew with british airline august st had one check bag that lost at heathrow airport am war that at that time there system error with baggage belt man travel were affect file report my miss bag same day arrive at lax airport that august st wait patient three week which is time frame either find bag or be fig cowpens when did not receive and update my lost bag file claim cowpens that september th since then have been wait response from custom relate with no good sign resolve issue email them try update claim but still no response until today contact baggage team they were not help did not was my prolong wait the only way contact custom relate is via west they not even get back me every time talk custom service agent they tell me wait some more have been wait almost three month now my issue is not resolve yet the whole expert has very profession renown airline like ba,✅ Trip Verified ,175,2
257,fly the t cut november ba pp west not work properly would not load my ticket the t smooth calm check process quick but board card would not scan at secure they gave me one someone else differ destiny ran back checking get correct one bag also tag incorrectly had disappear someone ran off find my bag depth t read them amazingly they did show up cape town told only main long open not b c pier long turn out the fall inform b pier long open but main long which overgrown worn out arrive late gate train not work there big class lane quick but then giant queue get plane as they only had one airbridg not two seat come cabin clean but sink were tape up as wast not work offer hand saints instead but the is disgust imagine go bathroom not be all wash your hand as there is no sink unbelief that ba dispatch plane the conduct food average wine serve way too late choice wine with cold food or eat food first match wine come quarter an hour later overall expert flew air france fortalaza do the two week earlier which way better how embarrassed ba,✅ Trip Verified ,206,13
258,worst expert ever outbound flight cancel not notify ebook very comfort trip bound flight delay hour also not notify on top it they board my hand luggage which only bag had extra wait milan then food is horrible,Not Verified ,39,0
259,check shall at i just counter open very full flight the bag drop queue even longer than regular checking queue board done by zone so that carry out reason well on board a were fine not as engage my outbound flight had the aircraft cramp seat economic were horrible seat an aisle seat row f where there is an entertain box take up third your bedroom overall very cramp seat poor bedroom a if screen the meal medico there no bar service before meal the time on made we were serve hot sandwich which had ooh cheeks all over wrapped so it not pleasant hand but last very good the plane land at remote stand which meant that we had be busy t since it rain it not nice expert overall rate the just as medico journey,✅ Trip Verified ,138,4
260,beyond disgust with fact that my baggage ha yet be devil me after week email call ba two piece report th september ba response are genet non specie all attempt speak custom service worker are obstruct all the from an airline tout it value claim to be one best world disgrace doe not full describe their custom service,✅ Trip Verified ,59,0
261,on julie th had submit complaint form with regard fact that ba had display our luggage due our wed trip italy were lost day incur admit expense retrieve them which had proved all copy receipt for request my expense be reimbursed they are sent all request inform told week will be receive it it month later british away ha not process my reimbursed stop answer my followed matter,✅ Trip Verified ,72,0
262,book flight oct but have cancel flight same day after learn that can get my entry isa time flight and did receive confirm email say my flight cancel but cancel email book refer number is differ one so request cancel but ba cancel not person flight sent confirm my email assume that my flight cancel but after more than week still have not receive and refund so reach out it turn out my flight is still on and it is get even more ridicule when you try reach out ba try multiple differ way phone call email but none all investing what actual happen nor ha author help cancel my flight without pay penalty base my expert no one read your email care no matter how much context you put in given all have experience have zero faith british away,✅ Trip Verified ,142,2
263,london gibraltar th doctor book my flight never month ahead travel rather disappoint by expert ba attempt nickel time custom with outrage seat select price offer very small bottle water nutribar as breakfast one gain impress where ba aim be post at late the a ha no flight entertain or rout map the staff disappear most flight the flight puncture but felt cheat under helm by expert,✅ Trip Verified ,68,0
264,give genet been loyal gold state ulcer with ba if they fly rout in after but my recent flight nairobi about as abyss as you can get we should have depart at but after continue delay final left hour late not ideal when you then got an he flight staff inform us virtual as we took off that meal drink service would be start complete sap as they need get rest because hour we had been delay they couldn get it out away quickly enough that then basic last you saw them until they came around an hour or so before land since hope they enjoy their rest because when you pay full fare busy class service you actual expect service they were all extreme misery clearly didn want be board were still wait you pay our cowpens that ha been award us by office ombudsman julie cancel our flight mimi march the cancel at am pm flight,Not Verified ,163,3
265,a great flight the suit the aircraft really proved maximum comfort british ha return full service so meal were course menu hot towel providedetc food quit good with choice proved both meal service ok prefer have same person serve me rather than had put but that my prefer entertain good as connect no real complaint except minor one the tray table seem far from me while eat it closest post actual felt like true busy class not by later standard but that not story,✅ Trip Verified ,84,0
266,am happy say that the flight quit good except second rate neuro busy seat every very well done a friendly inform cabin crew serve good hot breakfast while be very common folk nervous about heathrow transit well done unfortun bu gate use upon arrive,✅ Trip Verified ,44,0
267,just few year ago fly ba enjoy but time have change these day about five hour board plane is no fun at all the german expert still feel class way out it felt well staff effect on board though it just become an expert be endure ba mean denis split seat into nicer first half plane master rest underline the there is no entertain no magazine refresh purchase are brought seat after order from an pp there is no attempt proved fresh or hot food day despite competent be all do the is it too much ask for when trap board five hour you get free tiny bottle water small cereal bar on outbound flight crew collect rubbish just on before land but help tie bag around toilet door down back case anyone want fight their way past clear thing up themselves remain button have been delete seat seat pitch feel squeeze on return flight one reason or not due ba delay from previous day we were just under two hour late get off plane late even some passing couldn travel at all because there were not enough crew the cabin crew were nonetheless distinctly more profession the flight altogether would say good thing if there were and but it hard think any could recommend ba for that is piti because it use be profession company deal with pleasure worth look forward when make european journey,✅ Trip Verified ,238,1
268,a very post expert with ba seat were new style club seat very comfort sleep food fine but not outstand wife good video screen large bright baggage came out very quickly at heathrow had same expert return flight atlanta all all would fly ba again but would probably want make sure it is new seat,✅ Trip Verified ,55,0
269,baby across aisle cry nonstop crew oak galley so the long flight there no possible and sleep or even rest mention crew member that their colleague were talk loudly made no differ at all my second meal cometh lined no way get simple bag crisp or nut instead an assert dry cometh baggage took hour be devil had no priority club or even first passing we were all kept wait after man economic bag had been devil a is great aircraft but ba seat is still very tire old yinyang configur with some people stuck middle seat probably not what anyone is expect busy class these day,✅ Trip Verified ,109,4
270,even flight from the had an a check at t is poor most their risk dont work well staff have be call board very poorly manage the ground staff were overwhelm because it full flight were struggle manage passing the gate small there insuffici seat such big aircraft the flight full it left minute late but pilot kept us inform the issue on airport service start quit quickly cabin crew were very pleasant help they did their job very profession effect they answer call bell promptly not too much trouble they start out with bar service were genet with drink then came meal service food very good the if old clung but had suffice move to program hour flight the seat comfort but bedroom tight all in it an une journey would give it thumb up but ground service need attend,✅ Trip Verified ,143,0
271,we board our flight at edinburgh london our connect flight san francisco th doctor there were lot america head back america from scotland because open golf at st andrew the woman at counter rude actual embarrassed be british at time shout snap at people just had real horrible way about her on flight from london san francisco prior hour check in spent reserve two seat our on life time holiday america on we board it evil that seat sit broken the remain button not work had been push into frame arm rest ask flight attend at time there any that could be done but not only she also rude but seem interest that fact that go have sit hour flight with seat that wouldn remain events got flight state that she would report fault only find out that multiple other seat economic seat area were also broken attitude with british away staff ha been absolute horrid so after get off flight decide make complaint british away bear mind that had paid privilege pick seat ask refund cost book seat prior hour check in only be told no they dont do refund paid product that broken met with not but rude staff they are tell me they can refund cost book seat email custom team they are still refuse they are also refuse tell me whether or not that fault report prior me sit that seat all they have now offer me is ba voucher which decline base that if they pick my seat for example hadn pay seat prior hour check in then voucher would be ok but not when have spent my own money select seat that broken after all my expert with ba will not be use them again very rude help staff will chose not carrier future in actual sham that ba treat people way they do when they are nation airline great britain,✅ Trip Verified ,326,3
272,while enter aircraft it very rush no smooth board people were struggle with cabin luggage find their seat heat high that suffer got faint due that heat but cabin crew were very help so all thank those who help me at that time other then that when call cabin crew ask some water they took half an hour response,✅ Trip Verified ,59,0
273,lhrlax prefer be over a as seat dont seem too cramp checking very east with risk as bag drop secure at heathrow t is whole other story on through secure it up local up stair up eley down local get gate no seat then down an local final down jet bring plane have been out heathrow man time but never t before anyway cabin crew were pleasant drink meal service were fine it day flight so no real sleep passing were all move around most flight the entertain system good with decent option so occupy my time with never move nice land at lax all all ba just fine,Not Verified ,110,0
274,flew back up from mimi new club world suit huge improve elderly in sang style club world board east took off hour late due delay income aircraft but made up the time way back land time very comfort suit with plenty storage bit piece bed large pillow supply attend a respect anna who address me by name howe let down by very average cater not very good short rib beef underwhelm salmon my wife and sadly on again very poor choice film if which let down expel inch touch screen refuse pay ba extortion repay book your seat fee still got seat together mon ba do we not pay enough already travel club class can recommend ba new club class we will travel the way if we can afford it future,✅ Trip Verified ,139,5
275,flew with hand baggage but secure at cuba quick enter long which bit small but good drink offer sound flight a left time few tetanic issue with if which would have been really merit had it been day flight decent snack slept well arrive long expel would recommend,✅ Trip Verified ,48,0
276,london cairo first the hour mid more flight only complimentary food drink were tiny bag pratzen small bottle water even southwest is more genet when unable connect my phone order food hit a call button with no response more than an hour when a came collect arbat had show him call light he gruffly ask me what matter he use hi phone place order,Not Verified ,65,0
277,the review is specie about made crew member who took care us she attend warm friendly not too much trouble smile from start finish she should be brand ambassador ba,✅ Trip Verified ,30,0
278,hour cramp single aisle aircraft no flight entertain in economic there is no free cater other than bottle water packet crisp minims select food item purchase,✅ Trip Verified ,27,0
279,dfwlhr had an east transfer at dew from american airline british away head london first ride an a left me with feel that the plane type wont ever be my first choice wa seat upstairs where cabin space seem very room but seat row were very cramp when passing front remain back seat inch from my face had real difficult time try view seat back entertain screen the seat itself want too bad but felt bluish lock in on plus side have window seat gave me the nice storage area by my side ground staff were pleasant cabin crew were really nice plenty beverage offer multiple water run were made due night dinner rubbish as more ireland snack the entertain system very response had pretty good select move to music game all all it an ok expert did get me london time our baggage arrive safe but in not sold a t at the is not story that will be differ review what mess that place is,Not Verified ,168,0
280,check at jersey straightforward there is small busy class long at jersey with reason drink rang some limit food flight board time but take off delay due poor visible at the captain kept us well inform we events took off min behind schedule with minute late arrive at heathrow good service from cabin crew bacon roll coffee serve disappoint that wait case at heathrow t as long as flight,✅ Trip Verified ,71,1
281,check at the t very quick queue secure short we use south long which suppose be quieter at time but very busy difficult our group get seat together flight board time whilst the is only short flight min service cabin crew outstand glass champagne corn chicken salad coffee all serve with smile little banter in spite some issue with ba their cabin crew are usual except the no except flight land time bag devil quit promptly,✅ Trip Verified ,78,2
282,the checking process smooth got access isa long which nice but not as nice ha turkish airline long on board what all the flight about the my first time fly intraeuropean busy class though well prepare still found it underwhelm first seat is just normal economic seat with middle seat block off there is no person if so basic no entertain hour flight meal service very slow by time it reach half busy class cabin one choice ran out plus meal not as good as economic meal got my turkish airline flight few day ago could see that staff did their best but since there were busy class passing single aisle aircraft with small galley there so much they could do also passing share one single we mean long line bath room cometh have rare seen busy class arrive at the we did not get contact gate but thing that there no bu either crew announce that they had no idea when bu would come it final came course delay more airport than airline but since ba is main over at heathrow t such thing will affect their repute,✅ Trip Verified ,192,0
283,the is my first time fly ba new club suit which my opinion is very good flight us include mine depart from concourse c german which did not have man shop or dine option howe it quiet so find seat quit east the highlight is club suit which is spacious proved great deal privacy meal service slow every serve one tray all at on think now is time them begin get back prepandem standard at least food last good which not cometh previous experience ba flight even first class,✅ Trip Verified ,90,0
284,my am flight confer june cancel with less than h notice without be given and alter flight or ebook me upon alter flight upon call custom service custom service who said she can only get me flight day later they did not work with me as miss day confer they ask me travel differ airport sweden stockholm which reluctantly are as not given and other choice but had pay that domes flight myself upon reach gothenburg airport day departure saw direct flight heathrow call custom service told there is seat avail so change am from gothenburg heathrow jersey howe at the point ba told me have pay fee gap as change my flight nd time find it disgrace that ba charge fee change flight that they cancel they were unable give alter option reach my destiny confer ba propos that travel not airport sweden at my own expense have since contact ba legal cowpens in entity accord up law but got reject as they claim arrange my own travel my destiny if have choice will never travel ba again such a custom service complete lack understand custom need,✅ Trip Verified ,196,1
285,would like thank all air cabin crew have best expert with very long journey dont know how you manage keep smile couldn fault any help reassure expel food can wait fly again thank you really appreci you,Not Verified ,37,1
286,british away personnel just magnifico my flight into london delay secure had long line ran like madman find gate close but plane still there laid at gate work compute at mile an hour allow me board the software program already close the while flight manage who came toward gate org her make denis since plane about look it take off spot line sweat from run still out breath while she hand me my passport give me green light board bolt again into plane feel bad that did not person thank her her magic really hope she get record by british away her perform thank you all you do,✅ Trip Verified ,110,3
287,good flight apart from my seat fabric come apart on lack good leg room meal good from singapor should be more snack board my neighbour passing charge headphon socket didn work,Not Verified ,31,0
288,flight hour late leave gate crew were friendly seat comfort but complimentary snack proved bag ready salt crisp,✅ Trip Verified ,19,0
289,london istanbul british away busy class row comprise three seat with middle seat empty front row about are consider as busy class with very short leg space no pillow no blanket horrible flight service staff were grass me no courtesy busy class checking while wait flight,✅ Trip Verified ,47,0
290,london manifest british away is probably worst air company have ever flown with they took hour unload luggage flight delay by an hour the staff were no help franklin rude,Not Verified ,31,0
291,flight cancel at last minute due weather despite pretty much all other flight not be affect book onto flight next day arrive at airport hour ahead t horrid checking secure delay meant we almost miss new flight the flight fine on we got it but damage done,Not Verified ,48,0
292,after have few not so good expert past feel have write post review as well where it is desert first all improve ba long patrick is massive the buffets joy we flew ba flight but over by siberia express wonder staff food except whoever brought the change food supplier congratul also may add that the time busy class not row like last time but row which definite big improve could be felt much more attend service am still not clear luggage be label priority the luggage certainly doe not come out first destiny airport,✅ Trip Verified ,97,1
293,the review is ba book system not flight today click wrong date line my mistake expect pay fee then go cancel book click option not receive voucher dimmed receive response say my voucher is it way call them speak gentleman who continue spoke over me would not listen my concern events give up want book new flight obvious at much higher price but use voucher didn want howe my surprise am unable use the voucher because they can tell me what it is until receive it at point future that they can say when so they now have my money have ebook at full cost in end order get me off phone they hung up,Not Verified ,116,0
294,manifest seattle via london will never fly ba again they cancel my return flight from heathrow back manifest then cancel alter offer we had get our son come all way london pick us up take us our car manifest the food terrible return journey as soon as they had finish serve they were round take our tray so that they could settle down night will not be fly ba again,✅ Trip Verified ,70,0
295,our flight march from san francisco london th march cancel with hour notice we found out shut bu airport we had stay overnight next day flight we still have not been recompense our expense fill line have receive no reply followed it is usual min or longer time wait custom service pick up due the trip we had reschedul return flight my wife ill the should not have been problem as flight were ebook we were given voucher the voucher only bookabl by phone when phone ebook we got atom voice say ba were not take flight book by phone you can see problem how do use voucher where must phone they are not take phone book all have been offer is not voucher the time use ha pass it must be great be busy that can print endless a voucher not return money paid service not render we return home with her lingo with no drama,✅ Trip Verified ,162,5
296,sat seat c our cabin crew laid call gin she went above beyond keep custom happy she greet us as we board with very cheers smile she engage with two family travel with young children gave out game book her trolley service expel she took great care what she do she had time quick chat think she said she half german half bulgaria really love young laid who is credit british away,Not Verified ,72,0
297,full afternoon flight ready fly time arrive early une flight good service pre dinner drink drink with meal coffee drink avail at back all meal taste hard work crew full flight audit work well,✅ Trip Verified ,34,0
298,told id require he new could test entry into philippine book my trip via bacon with transfer singapor they delay my transfer next day okay not too bother as have my he new could test but when try check at change airport philippine airline check staff require he new could test had rush differ german get test wait result rush back check the gate had close had book an extra night singapor hotel book my own flight manila then also return journey back london if one miss one leg ba book flight remain flight get cancel disco man air busy class better then british away from treat their custom quality service busy class expert,✅ Trip Verified ,117,0
299,have been promise help find hotel room after an outdo flight from heathrow run very late my hotel would be close board plane the base subsequ dump at barcelona airport at sleep night floor there no help at there find hotel have ms can walk without help ba did not their partner siberia did not at about am some kind people help me an more secure area toilet got me some sandwich lost my holiday my hotel book my music course ba insist it not their fault it hotel close would not have got plane had known found out could go arbiter ba now say they will withdraw offer expense if do their policy refuse all cowpens what would have been dread expert and passing is bad enough for someone who is not mobile it seem have ditch specie response duty care toward distal passing so people with distal it just not worth risk travel with ba,✅ Trip Verified ,159,0
300,am busy class custom british away cancel my return flight chose an alter flight with stop after complain they change date when told them date would not work they attempt charge me admit change submit complaint have not heard any if you try reach out no chance,✅ Trip Verified ,49,1
301,barbara collins super help my boyfriend book flight spear think we were same one but we found out at check that he spear slightly later one barbara all make some change ensue we flew together even manage put us sit together much appreci ba we had terrify flight over food drink nimble were great staff were so friendly look forward return home with ba,✅ Trip Verified ,68,6
302,my husband parent who are their s were travel back ny from nail italy had stood at heathrow london let me just say we were not happy when we arrive late london miss our connect flight back ny the reason write the review is great custom service that kashmir shame gave us she very help book all four us same flight very next day which very hard do because we all had differ book so it just made it all so difficult but she got it done she is so kind is may at her job,Not Verified ,96,1
303,on our recommend my son hi young family child baby month wife flew ba us from cape town leave yesterday even just got off call with him after their arrive at heathrow shock at what he told us re cabin service proved or not respect as my wife have use them man time year year busy flight from sa the our recommend him use them hi holiday my grandson had cough fit so they ask bell push time glass water all ignore last one told wait till drink are serve then when even meal serve no food avail year old which recorder online they said not avail when my son explain it had been recorder cabin staff supervisor response prove it sir that seal it us if that ba response what seen as cattle class it will permeate our normal travel class so our next book will be an alter,Not Verified ,161,7
304,we had nice flight pushedoff exactly time cabin crew very effect all thing friendly most part as well dinner hot complimentary wine serve premium economic very good do avoid middle seat though even premium economic only issue with indifferentnonhelp ba call center who refuse honor one world state select seat choice advance nice start week trip england,Not Verified ,58,2
305,holiday ruin suitcase lost flight travel from london heathrow amsterdam with my brother before board we were told we couldn take our cabin suitcase with us cabin so they sent them cargo at our arrive amsterdam one suitcase miss left at london heathrow so we had fill report amsterdam the day ago we still dont have suitcase or and inform about it today travel from amsterdam london city airport again they didn allow me board with my cabin suitcase when arrive london suitcase miss left amsterdam suitcase differ flight they ruin my holiday no cowpens no date when will get my property back no inform lie more lie told could complain online buy all thing need shoe toilet cloth might receive money back day ye might,✅ Trip Verified ,132,1
306,despite ba promise credit doubt tier point holiday book their west have receive no admit point my four email common include chief execute have remain unansw do not be taken by the market con they just want you book holiday then do not follow up their promise some thing just do not change at ba,✅ Trip Verified ,56,2
307,refund process is non response have been follow up my refund since doctor which is month now have contact custom service deck sent mail email protect never time all they tell me is it been process british away custom service is bad need be work on till today have not receive my refund am just wonder what is happen,✅ Trip Verified ,61,1
308,custom service is novelist for over week custom service number message said call back couple week not we need accomplish could be done bacon fly nairobi bring my sister back after her husband die suddenly my sister husband had ticket julie from nairobi of when ba receive death certify they cancel my sister ticket not on but twice it took almost week correct the income my nice my wife were phone hour plus hold time time we were told by web help number we would get return call no one ever call back the ticket premium economic when try upgrade be with my broken heart sister price plus service fee where is effect where is empathi where is decent in admit stress lose her husband my sister had go through total unnecessary stress not have ticket until day before her flight also when made my reserve i given price within second told there increase british away ha taken nosed my opinion word simple dont convey my very deep frustrate disappoint with company,✅ Trip Verified ,180,6
309,flight a so the smooth check at san francisco airport quiet effect devil ba long expel food beverage option attend staff long very crowd though minor departure delay onto a upper deck prefer club world cabin upper deck as it is very much quieter old style product but clean well maintain staff offer good level service reason meal on time arrive baggage quit slow a good flight overall,✅ Trip Verified ,68,0
310,for the hour min flight you are given bag potato chip bottle water if you want purchase more food drink you do the via their pp your phone or like me you can recorder week before you fly howe there is no guarantee you will get your order mine never came so after enquiry where order wa they told me they had food someone who not plane that someone me it turn out they also manage lose my luggage am still wait them contact me regard it will never use them again,✅ Trip Verified ,94,0
311,my wife book flight april that include return trip from edinburgh thou london washington when we check at edinburgh airport hour ahead time we were inform there were no more seat avail our schedule flight we ask how the possible were simple told that other had check online which we hadn done we were instruct come back he min still with our luggage check not yet go thou secure see if we could get flight via standi we wait then final at pm min before our schedule pm flight we were told we could be flight were given board pass flight london but no board pass connect flight min after arrive time our luggage not check thou washington but only london we were told wed get thou secure time make flight it suggest that staff would assist us when we got secure check area line massive long we question ba staff member who said we had get line like other we decide pay pound go through fast track secure make our flight we got gate time yet due delay departure cause part by luggagespac issue plane our flight arrive london in late after go flight connect we were told min before schedule departure with vague explain there isn enough time that we could not be given board pass our flight we were then direct baggage claim retrieve our luggage then proceed checking area be ebook later flight when we got checking counter area ba staff person stand at entrance checking line advise us we should try call our travel agent ebook because line check had not hardly move he when we final got thou phone we were inform that best ba could do us get us flight day later then not our origin destiny had but baltimore not told or assure id be cowpens the extreme expense stay more day hotel just that could go ba west make claim online the ugly expert still onto ha ruin our trip up,✅ Trip Verified ,345,9
